gene_symbol	flag	ClinVar_PL_record_count	interpretation
PET117	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PEX11B	low_record_burden	14	computed but semantic interpretation limited because record count < 20
PEX14	low_record_burden	8	computed but semantic interpretation limited because record count < 20
PFAS	low_record_burden	8	computed but semantic interpretation limited because record count < 20
PFN1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
PGAM2	low_record_burden	12	computed but semantic interpretation limited because record count < 20
PGAP2	low_record_burden	15	computed but semantic interpretation limited because record count < 20
PGBD5	low_record_burden	4	computed but semantic interpretation limited because record count < 20
PGGHG	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PGK1	low_record_burden	17	computed but semantic interpretation limited because record count < 20
PGM2L1	low_record_burden	8	computed but semantic interpretation limited because record count < 20
PGRMC1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PHACTR1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
PHC1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PHF2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PHF20	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PHF5A	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PHF7	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PHLDB1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PHOX2A	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PI4K2A	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PI4KB	low_record_burden	4	computed but semantic interpretation limited because record count < 20
PIAS1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PIBF1	low_record_burden	17	computed but semantic interpretation limited because record count < 20
PID1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PIDD1	low_record_burden	15	computed but semantic interpretation limited because record count < 20
PIGC	low_record_burden	7	computed but semantic interpretation limited because record count < 20
PIGF	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PIGH	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PIGK	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PIGM	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PIGP	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PIGS	low_record_burden	13	computed but semantic interpretation limited because record count < 20
PIGU	low_record_burden	3	computed but semantic interpretation limited because record count < 20
PIGV	low_record_burden	9	computed but semantic interpretation limited because record count < 20
PIGW	low_record_burden	6	computed but semantic interpretation limited because record count < 20
PIGY	low_record_burden	3	computed but semantic interpretation limited because record count < 20
PIH1D2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PIK3C2G	low_record_burden	14	computed but semantic interpretation limited because record count < 20
PIK3CB	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PIK3CG	low_record_burden	4	computed but semantic interpretation limited because record count < 20
PIK3R2	low_record_burden	16	computed but semantic interpretation limited because record count < 20
PIP4K2B	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PIP5K1A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PIP5K1B	low_record_burden	2	computed but semantic interpretation limited because record count < 20
